username, created_at, lng, lat, text,,,,
justajock33, Thu Apr 23 21:17:58 +0000 2020,-117.104989,32.810012, Self defense post, based upon calling out a troll on draft day, during this pandemic. I am an essential employee (N… https://t.co/NXD6o0Dw6o ,,
astro_shenava, Thu Apr 23 21:17:59 +0000 2020,-80.104485,40.579222, This can be achieved through screening. Apple has made an app through which one can screen themselves. Tracing is i… https://t.co/x7dWka1HQQ ,,,,
Jennifeer_x, Thu Apr 23 21:17:59 +0000 2020,-122.192819,47.813016, @hellolourdes_ ... y such a message ? ,,,,
craaycray3000, Thu Apr 23 21:17:58 +0000 2020,-95.607155,29.897893, Cuarantining rn https://t.co/LE119BlMG0 ,,,,
tmj_WAR_NURSING, Thu Apr 23 21:17:56 +0000 2020,-119.161041,46.213805, Looking for work/life balance? Kadlec in #Kennewick, WA could be your perfect fit. Learn more: Urgent Care Nurse Pr… https://t.co/lJ0EeyDPFj ,,,
DatDude_Tuckk, Thu Apr 23 21:17:59 +0000 2020,-82.160865,29.120223, Never Thas Poridge ,,,,
Dcas2626, Thu Apr 23 21:17:59 +0000 2020,-80.631132,35.401981, @miguelromer000 @santthedank28 Shit actually crazy ,,,,
HeinigeronSport, Thu Apr 23 21:17:59 +0000 2020,-73.210142,40.823869, @RJHookEM90 Only watched 2 games of his. Nice slot WR. Worth a day 3 pick ,,,,
toni_kolawole, Thu Apr 23 21:17:59 +0000 2020,-81.52653,41.523913, @dolitashaw Woohoo 🙌🏽! Welcome to the family 🤗 ,,,,
IAM_DJ_Michael, Thu Apr 23 21:17:59 +0000 2020,-73.968542,40.780709, @tenantfromzero LMAOOO this is in general ,,,,
DjDadyPhatts, Thu Apr 23 21:17:59 +0000 2020,-80.122619,26.721896, Tune in right now!!!! https://t.co/GHa5lq6u5V ,,,,
ThatGuyTimbo, Thu Apr 23 21:17:59 +0000 2020,-97.285913,32.779967, @Kay_Reenea It’s fine. I know your mind is on the draft! ,,,,
Nickers82, Thu Apr 23 21:17:59 +0000 2020,-95.913642,36.109392, Let me love your puppy all day sir ,,,,
OgFOMK, Thu Apr 23 21:17:59 +0000 2020,-76.355918,36.841764, @joelcomm 571 ,,,,
kolafwet, Thu Apr 23 21:17:59 +0000 2020,-80.385749,25.596807, @OuSoumounTwop @Doubleozoe Bondye dim poum diw yon bagay ,,,,
SensOfficeRalph, Thu Apr 23 21:17:59 +0000 2020,-75.800141,45.248791, @gordonstrat Sounds to me like an HR issue. ,,,,
laurenhammonsss, Thu Apr 23 21:17:59 +0000 2020,-98.716992,35.309047, i ain’t ever been a half-ass lover ,,,,
_laaysiaa, Thu Apr 23 21:18:00 +0000 2020,-95.446486,29.838495, AND ISSSSSSSS 🥳 ,,,,
FirstCutTMO, Thu Apr 23 21:18:00 +0000 2020,-118.411907,34.020789, LESS THAN THREE HOURS AWAY! ,,,,
harold1791, Thu Apr 23 21:18:00 +0000 2020,-74.124661,40.346094, @bigkidatheart77 Yes!!😃😃 ,,,,
TheMndOfAManiac, Thu Apr 23 21:18:00 +0000 2020,-118.411907,34.020789, @TheJASHJAY Permission will forever be my shit lol ,,,,
akamatlowercase, Thu Apr 23 21:18:00 +0000 2020,-111.771759,34.776312, #ActionBOSS ,,,,
P_Toothman, Thu Apr 23 21:18:00 +0000 2020,-81.411805,41.655578, @CHAINEDBRENNEN I love YOU. And I miss you so much! ❤️ ,,,,
thejazzynator, Thu Apr 23 21:18:00 +0000 2020,-83.173867,32.678207, This is completley disgusting. I'm very disappointed in Teyana for degrading herself to singing with a femme bot. S… https://t.co/QWPg22tq2n ,,,,
RoadToSix, Thu Apr 23 21:18:00 +0000 2020,-96.761753,32.819858, Justin Herbert ,,,,
eschaz12, Thu Apr 23 21:18:00 +0000 2020,-83.173867,32.678207, @TweeterOne3 @z0o0mi @knobcreekfarms No she was on Dina's side I bet. After all the crap Dina did? Sure she was, Ma… https://t.co/CR0loGdDmx ,,,
Fancypantsyy, Thu Apr 23 21:17:59 +0000 2020,-85.9786,35.830522, @RepRonWright @LilliSawyer17 @Jim_Jordan BC SHE'S JUST A POLITICAL LIAR AND NEVER HAS GIVEN A CRAP ABOUT US DEPLORA… https://t.co/ToFK9TBk1Z ,,,,
K_Pimping, Thu Apr 23 21:18:01 +0000 2020,-92.017452,34.204366, Lil baby so raw 🔥 ,,,,
captivate111, Thu Apr 23 21:18:00 +0000 2020,-118.411907,34.020789, 🌭🙉Sonic Official Music Video Out Now ! (LINK IN BIO) Go Subscribe☄️ N Like N Comment On The Video ❄️ Thank You Ceo’… https://t.co/6mo7ayg17v ,,,,
99_nolton, Thu Apr 23 21:18:00 +0000 2020,-80.242949,25.881304, Blessed to receive a offer to play at @Pitt_FB thanks @CoachPartridge https://t.co/BYQZlvUcX1 ,,,,
JPWARHORSE, Thu Apr 23 21:18:01 +0000 2020,-90.247824,38.653771, @EFFYlives @DanhausenAD IDK BUT HE WOULD PROBABLY BITCH ABOUT IT REGARDLESS ,,,,
MonaeTx, Thu Apr 23 21:18:00 +0000 2020,-97.326981,27.879162, 😭💀 ,,,,
julyman10, Thu Apr 23 21:18:01 +0000 2020,-80.233328,25.782353, #NFLDraft Tonight! @MiamiDolphins #FinsUp #NFLDraft2020 ,,,,
TheBrandonJ, Thu Apr 23 21:18:01 +0000 2020,-112.124676,33.552863, @BrandonGraves_ HAHAHAHAHAH ,,,,
MEdwardsBball, Thu Apr 23 21:18:01 +0000 2020,-84.532133,33.948124, @stayhumble Damn they watched you get killed and wouldn’t give you the ball enough to defend yourself...WTF?!🤦🏽‍♂️ ,,,,
andreaoxox, Thu Apr 23 21:18:01 +0000 2020,-122.917508,49.206752, Before it was animal crossing now its lights all I see haha ,,,,
marizZza_, Thu Apr 23 21:18:01 +0000 2020,-97.863458,29.989242, When guys wear joggers&gt;&gt;&gt;&gt; ,,,,
TynNate18, Thu Apr 23 21:18:01 +0000 2020,-75.628716,40.54249, You ever just sit there, well in my case LAY THERE, and lie in a big ass paragraph? 🤣🤣🤣 good times good times ,,
FancyPantsMer, Thu Apr 23 21:18:01 +0000 2020,-76.255686,36.895082, WOW @postmates wow https://t.co/JW2CzGKaH2 ,,,,
nellie_526, Thu Apr 23 21:18:01 +0000 2020,-74.118802,40.936252, I can’t believe it took for me to be locked inside my house for months to appreciate working out 😂 I used to do it… https://t.co/GbAP33dl4H ,,,,
thebrimo, Thu Apr 23 21:18:01 +0000 2020,-122.357773,47.818623, @the3rdplayer So excited! I'm probably going to start with beast boi. He's been my fave to play so far! ,,,,
chrismartin1974, Thu Apr 23 21:18:01 +0000 2020,-83.804475,27.698682, @JeVonJRob Tell me what I’m saying is not true. ,,,,
brianadamariss, Thu Apr 23 21:17:59 +0000 2020,-95.446486,29.838495, @daniela_b313 thank u mamas😘 ,,,,
turismocln, Thu Apr 23 21:18:01 +0000 2020,-107.342056,24.662488," Una escultura emblemática es ""La Locha"" conocida por ""La Madre Tierra"" o ""Diosa de La Fertilidad"". Ubicada en el Pa… https://t.co/8fL7m1MXwm ",,,,
RLehere, Thu Apr 23 21:18:01 +0000 2020,-79.91639,40.914226, @Trin85572069 A Rock and Roll pioneer, and a true legend!! ,,,
littlchinagirl, Thu Apr 23 21:18:01 +0000 2020,-117.191191,34.257528, Idk if it’s the quarantine but I want my pixie cut again ,,,,
LifeAboutBert, Thu Apr 23 21:18:01 +0000 2020,-93.774755,41.564257, Buying a motorcycle during a global pandemic was a great idea. Until I realized I can’t get a license until this is over #fail ,,,,
tjeckley, Thu Apr 23 21:18:01 +0000 2020,-75.770041,42.746617, This is comforting 😕 Bill Gates: As things get back to ‘semi-normal,’ it’s impossible to overstate the pain that li… https://t.co/hDJEhjoTQ7 ,,,
lesliejfoster, Thu Apr 23 21:18:01 +0000 2020,-78.822218,43.830985, @MusicCoronation @CoronationPS @COVID19 @DurhamDSB Thanks, @MusicCoronation ...isn't he a cool one!? That was made by GK ,,,
Tom_Brodeur, Thu Apr 23 21:18:02 +0000 2020,-71.546236,42.389119, @TheSopranosClub Who was known for making the best baked ziti? ,,,,
TheWeaselsFF, Thu Apr 23 21:17:57 +0000 2020,-100.076888,31.168893, @meetgrinder @jonmachota Parcels wanted spears ,,,,
azizalshammeri_, Thu Apr 23 21:18:01 +0000 2020,-80.134986,26.373976, @f_alshgran علينا وعليك يتبارك يابو شقران ,,,,
adrianamireyaaa, Thu Apr 23 21:18:02 +0000 2020,-118.411907,34.020789, But we’re stuck at home ,,,,
ahotmessmama, Thu Apr 23 21:18:02 +0000 2020,-98.12325,29.705614, these are the same karen’s that say “obey authority and you won’t get murdered” 🐸☕️ ,,,,
Nickin616, Thu Apr 23 21:18:02 +0000 2020,-85.708795,42.897879, It’s the #NFLDraft and wife informs me at 7:30 we have a Zoom trivia game with people I don’t know. https://t.co/pCrlm5dJuN ,,,,
Alex_Murray35, Thu Apr 23 21:18:02 +0000 2020,-82.985772,39.994684, Just dropped some serious money on tools, but gotta spend money to make money ,,,
derek_adesso, Thu Apr 23 21:18:02 +0000 2020,-71.683502,42.036939, @ericfisher Bit of rain and sleet in Lakeville btw lol ,,,,
TommyPistol, Thu Apr 23 21:18:02 +0000 2020,-118.411907,34.020789, @LimitedRunDoug Right!!! ,,,,
TheRealJaimeP, Thu Apr 23 21:18:02 +0000 2020,-118.010579,34.117285, @Hebrewsaurusre1 @ForAnAngeI @KJisms I will concede that not every arrest goes down the same but I’ve seen enough p… https://t.co/8CTFRwcshM ,,,,
srtabulina, Thu Apr 23 21:18:02 +0000 2020,-98.540651,29.417501, To all those who appreciate my moms masks thank you... she really works all day making them and she puts in so much… https://t.co/wLgds9dgUb ,,,,
CryptoEmmaT, Thu Apr 23 21:18:02 +0000 2020,-79.27257,43.629311, @olthoff 😂😂 ,,,,
frankndsigns, Thu Apr 23 21:18:02 +0000 2020,-118.411907,34.020789, @70_CHALATE @nayibbukele Bien dicho vicha haters que se vallan a freir esparagos a otro lado ,,,,
Finsup22, Thu Apr 23 21:18:02 +0000 2020,-119.684414,49.479402, @BaseballQuotes1 @JeffreyCurwen @GrantFrend not as good as James Earl Jones, but pretty darn good. ,,,
SoPoLibrary, Thu Apr 23 21:18:02 +0000 2020,-70.232964,43.59536, Exactly. ,,,,
ihateukenzie, Thu Apr 23 21:18:02 +0000 2020,-97.935192,29.895606, so good ,,,,
DJRoshay, Thu Apr 23 21:18:02 +0000 2020,-118.411907,34.020789, What a tune manJennifer Lara/ In my time•https://t.co/x0ye1hXoKn• ,,,,
SusanTriemert, Thu Apr 23 21:18:02 +0000 2020,-93.105649,44.941516, @aubreyhirsch @voxdotcom This is brilliant! Ty so much! The stats are staggering. ,,,,
11georgeit2, Thu Apr 23 21:18:02 +0000 2020,-93.461096,44.934935, @TrumpMustGo9 Voodoo Chile slight refrainHendrix ,,,,
drgordonpt, Thu Apr 23 21:18:03 +0000 2020,-86.147497,40.064231, 3 fine choices for #23 on April 23.  Ted Simmons, Kirk Gibson, and Ryne Sandberg. @ Pro X Athlete https://t.co/5Qk5Uj7hfA ,,
briso_jazzy, Thu Apr 23 21:18:03 +0000 2020,-77.00312,38.618797, What time the #NFLDRAFT2020 come on..,? What channel.? ,,,
Iamchristrevino, Thu Apr 23 21:18:03 +0000 2020,-95.446486,29.838495, @Jenniferwalcott @sternshow @danogrady44 I remember when u were on Stern. Nice! ,,,,
chrisfoaCEC, Thu Apr 23 21:18:03 +0000 2020,-71.497913,41.557321, Durmo por algumas horas e acordo com geral esculachando a manoteira da torcida, ou seja, nada de novo sobre o sol! ,,
_alexialakenya, Thu Apr 23 21:18:03 +0000 2020,-83.173867,32.678207, perfection 😍🔥 ,,,,
NorahLulicJones, Thu Apr 23 21:18:03 +0000 2020,-79.420865,38.003376, @SenWarren  our deepest condolences on the death of your brother. Our prayers &amp; hearts are with you. ,,,,
harvardpeterson, Thu Apr 23 21:18:03 +0000 2020,-88.129425,43.060621, @TheDonStein @ConcordForge @CCPustejovsky @mb_lackey Cred to @mb_lackey for the idea https://t.co/znL2kjEpG1 ,,,,
gibmardiop, Thu Apr 23 21:18:03 +0000 2020,-83.302512,30.856085, Ramadan Mubarak to y'all🥰, may Allah accept all our fasts and prayers 🌙❤️ https://t.co/zoCB06ym1q ,,,
sheenabascara, Thu Apr 23 21:18:03 +0000 2020,-118.411907,34.020789, @dustinsarabia_ Me too. ,,,,
amhdoinme, Thu Apr 23 21:18:03 +0000 2020,-77.236969,38.805115, @st_weightloss Righty 🙋🏾‍♀️ ,,,,
kmcooley, Thu Apr 23 21:18:03 +0000 2020,-89.876449,32.571032, Instructions: Wear with pride! #UMMCStrong https://t.co/YtASEzrCbO ,,,,
NosaBSB, Thu Apr 23 21:18:03 +0000 2020,-91.0908,30.4591, 7K💨💨 https://t.co/tAPJCOWQ3q ,,,,
rexwaev, Thu Apr 23 21:18:03 +0000 2020,-79.759591,43.724971, love u like a bad kid that keeps breaking shit ,,,,
BrentLewisRSP, Thu Apr 23 21:18:03 +0000 2020,-119.306608,37.269176, @xxxduckling Seems legit😇 ,,,,
4by4Brewingco, Thu Apr 23 21:18:03 +0000 2020,-93.2399,37.1478, Looking for something to do to keep busy during Quarantine?! We still have our Cookie Decorating Kit Bundle and it… https://t.co/eUXL0UFkki ,,,,
Nursedudesteve, Thu Apr 23 21:18:03 +0000 2020,-119.306608,37.269176, @NHLonNBCSports @AnaheimDucks The Original logo was by far and away the best. I like their current orange and black… https://t.co/EH279VGdow ,,,,
ParlourSalon_DC, Thu Apr 23 21:18:03 +0000 2020,-77.0375,39.1067, *CHRIS UPDATE* a new profile pic from him (out on the homestead in Maryland) and a rewind of some of the favorite p… https://t.co/g5ttZZYv5m ,,,,
sceley2011, Thu Apr 23 21:18:03 +0000 2020,-110.915573,32.189391, @burkhartlaw97 @nodank_ Well put my friend. If the nominee was from Mars I could care less. Getting Trump out is the goal. ,,,,
Limitliss, Thu Apr 23 21:18:04 +0000 2020,-85.6562,30.1602, Just posted a video @ Panama City, Florida https://t.co/EZjZiPmOnf ,,,
LegalishCA, Thu Apr 23 21:18:03 +0000 2020,-79.27257,43.629311, I wrote a memoir for @torontolife. It’s a raw, honest reveal of how I have gotten myself to where I am now. I hope… https://t.co/pXpQD6Oqxs ,,,
ramblinghippo, Thu Apr 23 21:18:04 +0000 2020,-122.46645,37.77049, The tallest, traveling big wheel is now in #goldengatepark !It was brought to the park to celebrate the parks 150… https://t.co/1YRmLFg6cu ,,,
erynnbs, Thu Apr 23 21:18:04 +0000 2020,-98.120151,28.329511, @shanmarieee_ is now trying to strip the blue out of my hair... lord help us 🙃 ,,,,
joshuahoggard, Thu Apr 23 21:18:04 +0000 2020,-98.520057,33.92642, @ElishaKrauss @LiveAction @gelsonsmarkets That shirt wins. ,,,,
mommafeyer, Thu Apr 23 21:18:04 +0000 2020,-89.569491,44.900818, @BobBurr94897186 The media all around is taking a terrible beating ,,,,
JaseyVega, Thu Apr 23 21:18:02 +0000 2020,-97.135638,32.70185, The fact that this country cares more about its economic  health than its citizens is a disgrace. ,,,,
whovianpbt, Thu Apr 23 21:18:04 +0000 2020,-83.601802,42.245713," ""My name is Rose Tyler", and this is the story of Torchwood," the last story I'll ever tell.""#DoctorWho https://t.co/K5DhSsLsQl ",,
Pop_itoff, Thu Apr 23 21:18:04 +0000 2020,-96.761753,32.819858, Watching my phone die and I’ll still be shocked when it cuts off 🥴 ,,,,
Yomiclass, Thu Apr 23 21:18:04 +0000 2020,-85.510207,36.139527, 😂 😂 ,,,,
eric_crocker, Thu Apr 23 21:18:04 +0000 2020,-121.300425,37.980826, @FB_FilmAnalysis https://t.co/qhZanfj7Q9 ,,,,
WilkinsAmee, Thu Apr 23 21:18:04 +0000 2020,-93.389864,41.938228, @RubinReport https://t.co/5VppXwQkfi ,,,,
keenlykeena, Thu Apr 23 21:18:04 +0000 2020,-76.362276,37.050897, 01638 533930 ,,,,
_eliiiisaaa, Thu Apr 23 21:18:04 +0000 2020,-122.030365,37.529056, I really just never want to find out ,,,,
FrankBednarz, Thu Apr 23 21:18:04 +0000 2020,-87.732013,41.833585, @AlanBOCallaghan @BadCOVID19Takes They are the most-quoted HK and Shanghai indexes. ,,,,
JasonWilliamsNY, Thu Apr 23 21:18:04 +0000 2020,-73.450208,40.859834, @ctitusbrown Will get together a google doc soon since so many have asked! ,,,,
ErMadWatts, Thu Apr 23 21:18:04 +0000 2020,-98.716992,35.309047, I hope you feel better now that you are free after you tried to kill, spite and feed off me. Oh, I wish you well, my friend. ,
C_U_L_L_E_N_F, Thu Apr 23 21:18:04 +0000 2020,-97.135638,32.70185, Short reminder to keep doing whatever the fuck you want, and if someone doesn’t like it, fuck’em ,,
PatrickMayuyu, Thu Apr 23 21:18:04 +0000 2020,-117.122343,32.57802, #tbt [1999(?)] Thank you, Laura Preble, for casting me as Vera Carp in Mar Vista High School’s production of Greate… https://t.co/jHQq1KwyVD ,,
akoji007, Thu Apr 23 21:18:04 +0000 2020,-76.620482,39.284713, @richardhine https://t.co/GxpObOpOZo ,,,,
f_giraffedick, Thu Apr 23 21:18:04 +0000 2020,-84.539813,39.137038, 🗣 STOP TRYING TO FORCE PPL TO LIKE WHAT THEY DON’T LIKE ,,,,
matthew_est99, Thu Apr 23 21:18:04 +0000 2020,-119.782465,36.786042, Barely woke up and my day is already ruined ,,,,
TRUEWAYINS, Thu Apr 23 21:18:04 +0000 2020,-118.369886,34.209203, Just posted a photo @ TRUE WAY INSURANCE AGENCY https://t.co/thbmNGSFgK ,,,,
WillieDeeBeLike, Thu Apr 23 21:18:05 +0000 2020,-80.045939,32.914424, @jupitersag_ https://t.co/MC5wUJSyjx ,,,,
NITHEDOLL, Thu Apr 23 21:18:05 +0000 2020,-76.921232,38.848156, i can’t wait for my food to get here. ,,,,
itsthecurb, Thu Apr 23 21:18:05 +0000 2020,-77.604684,41.117936, @WWEApollo @TheMooseNation https://t.co/JBjZnGjfM0 ,,,,
Tonynana101, Thu Apr 23 21:18:05 +0000 2020,-73.66945,40.588623, @toekneepraysick 🤍🤍🤍 ,,,,
briinalexxis, Thu Apr 23 21:18:05 +0000 2020,-98.540651,29.417501, Though we ain’t together, God wish you well. ,,,
brianadamariss, Thu Apr 23 21:18:05 +0000 2020,-95.446486,29.838495, @gznessita muah😚 ,,,,
finskins, Thu Apr 23 21:18:05 +0000 2020,-122.958344,49.239654, @littlered_ace People who want free money and don't want to go back to work will resist and make you feel like a mo… https://t.co/o04SLUKLeq ,,,,
BFBJSC, Thu Apr 23 21:18:05 +0000 2020,-77.604684,41.117936, @WW_RickGrimes_D Free membership actually lol ,,,,
abahman_, Thu Apr 23 21:18:05 +0000 2020,-76.615181,39.396352, مبارك عليكم الشهر و تقبل الله منا ومنكم صالح الاعمال ❤️ ,,,,
donnareiners, Thu Apr 23 21:18:05 +0000 2020,-95.3694,29.7602, #writers #authors #published #employment #jobs #fired #quest #coach @ Houston, Texas https://t.co/0CkDWp0ama ,,,
nalawitdaUZi, Thu Apr 23 21:18:05 +0000 2020,-73.948775,40.655138, @djsaige_ always. 💜 i miss u loads mann. ,,,,
tmj_usa_secure, Thu Apr 23 21:18:05 +0000 2020,-80.608109,28.083627, Join the Allied Universal team! See our latest Security Officer job openings," including ""(DOD) Cleared Security Off… https://t.co/P9tBltiVHy ",,,
mbrom999, Thu Apr 23 21:18:05 +0000 2020,-81.791977,26.152407, @Harrison2286 @nanblunt @NYGovCuomo https://t.co/hh9OtBAFRJ a bitch Mitch. Thanks for raising the topic. ,,,,
iamgolddigga, Thu Apr 23 21:18:05 +0000 2020,-95.446486,29.838495, Let me smell your dick ass bitch lmaooo ,,,,
idabellaco, Thu Apr 23 21:18:05 +0000 2020,-83.173867,32.678207, OKAAAAYYY 🗣🗣🗣🗣 ,,,,
kdsnuffer, Thu Apr 23 21:18:05 +0000 2020,-74.508969,39.446196, 2016 I was a Democrat. 2018 an Independent. Trump needs his Twitter taken away and care less about ratings. But Dem… https://t.co/vc81q4cNCj ,,,,
Rutledgeee, Thu Apr 23 21:18:05 +0000 2020,-117.78236,33.689732, You cannot, and never will, be able to hate a good soul. You can only envy yourself and your actions of why you are… https://t.co/SizNnvGnvt ,,
RingwoodManor, Thu Apr 23 21:18:06 +0000 2020,-74.254793,41.139121, Flying high over Ringwood Manor! Here's an aerial image taken of the property in c. 1970. The Manor can be seen in… https://t.co/03Mp0z6R6K ,,,,
warriormamma, Thu Apr 23 21:18:06 +0000 2020,-84.4125,33.5726, Reposted from warriormammas ~ &gt;&gt; TONIGHT!!! &lt;&lt; Episode 2, Season 2 of #DishWithTheDoulas, with special guest… https://t.co/Lgm9JyExHS ,,
LiberianKing_, Thu Apr 23 21:18:06 +0000 2020,-74.773336,40.216133, Bottom right. ,,,,
oshobudda, Thu Apr 23 21:18:06 +0000 2020,-71.378008,41.877246, @realDonaldTrump ,,,,
parlayshay, Thu Apr 23 21:18:06 +0000 2020,-85.768241,37.822244, I’m trying to see that Travis Scott fortnite concert ,,,,
UCFKent, Thu Apr 23 21:18:06 +0000 2020,-81.367773,28.501678, @ChrisLatvala @diana_h @dishonorablepod @youbeccabelieve Here is another 1. https://t.co/QNeyIP3m0Z ,,,,
jackslavin2, Thu Apr 23 21:18:06 +0000 2020,-86.27054,45.00118, I am crazy excited for this draft tonight. First sports event in months ,,,,
NBC10_Lindsay, Thu Apr 23 21:18:06 +0000 2020,-71.463968,41.768938, Cat’s are susceptible to #COVID19 ... I’ll be building a bubble around my fur son. Do NOT MESS with this cat mama!!… https://t.co/Bg822wskRV ,,,,
tmj_MD_ITPM, Thu Apr 23 21:18:06 +0000 2020,-76.726777,39.11376, Want to work at SAIC? We're hiring in #FortMeade, MD! Click the link in our bio for details on this job and more: O… https://t.co/x1dVGfrErC ,,,
ToniAnnSDerby1, Thu Apr 23 21:18:06 +0000 2020,-90.011008,29.982601, @Steven__Donohue Free nugs???!!!! ,,,,
IsaiahLCarter, Thu Apr 23 21:18:06 +0000 2020,-75.770041,42.746617, @theNFLchick @justzeke_ I was just talking about how starved I am for human contact throughout this time. Living… https://t.co/NgYHtbJBdF ,,,,
BillyGomila, Thu Apr 23 21:18:06 +0000 2020,-91.003814,30.403719, Kudos to @evansaacks on this ,,,,
cbatttarse, Thu Apr 23 21:18:06 +0000 2020,-100.270474,25.736715, @cesocerezo @emalatris Algún chairo de piel muy delgadita ,,,,
ugaredclayer33, Thu Apr 23 21:18:06 +0000 2020,-80.851542,36.266739, @seanhannity https://t.co/RHzPQPoocA ,,,,
HSNCareers, Thu Apr 23 21:18:06 +0000 2020,-82.304854,36.419272, This job might be a great fit for you: FC Team Member (Housekeeping/Wed-Sat) - https://t.co/GfAKBTXHh4 #CustomerService #PineyFlats, TN ,,,
stilltrilll, Thu Apr 23 21:18:07 +0000 2020,-95.446486,29.838495, I need a beauty supply. I need some mf lashes and edge control 😭 ,,,,
AnnWarnell, Thu Apr 23 21:18:07 +0000 2020,-76.91689,39.501153, Truly Serious catch every word ,,,,
StacieMarvin1, Thu Apr 23 21:18:07 +0000 2020,-76.449396,39.228114, @GWRichard17 Check out this @Desmos activity: Breakout! Top Chef - No Screen Lock! https://t.co/DSvTluiLJR ,,,,
GotZep, Thu Apr 23 21:18:07 +0000 2020,-121.280423,38.579524, @StimulusPKG822 I like that ,,,,
LifeAintBreezy, Thu Apr 23 21:18:07 +0000 2020,-95.446486,29.838495, @Jetlife_Ryan_ So much shit happening ,,,,
johni_sweeney, Thu Apr 23 21:18:07 +0000 2020,-84.455858,39.215124, @RicoSuaveJD @thehill As someone with a journalism degree let me tell you a little secret: news doesn't always have… https://t.co/ffikpl50hr ,,,,
AngelGail_4, Thu Apr 23 21:18:07 +0000 2020,-73.708745,40.703539, @Zakurama11 Si je le dessine je te perd wsh ,,,,
McGrewRey, Thu Apr 23 21:18:07 +0000 2020,-110.915573,32.189391, https://t.co/kt9cNo0MQ0 ,,,,
MariaGomez_84, Thu Apr 23 21:18:07 +0000 2020,-95.326899,29.547885, 👀👀👀 ,,,,
gerardogf, Thu Apr 23 21:18:07 +0000 2020,-80.3235,25.81572, #heyquefue... Un #tbt del 2018 ¿Qué se puede decir...? #admiracion #orgullo #respeto #agradecimiento a la #vida, a… https://t.co/sxVsjdda0j ,,,
ABrookeBrock, Thu Apr 23 21:18:07 +0000 2020,-80.846001,28.722557, Sunflowers 🌻 make me happy ❤️ Bees 🐝 and Butterflies 🦋 joined us today in the sunflower field. Beautiful day to be… https://t.co/Xd78Jgpf5T ,,,,
jason_in_boise, Thu Apr 23 21:18:07 +0000 2020,-91.401008,30.937336, @shelby_latino Grand Isle this morning. These barrel shaped clouds were rolling ,,,,
breezyphan, Thu Apr 23 21:18:08 +0000 2020,-87.732013,41.833585, Let me know if you need anything ,,,,
RisingPathMusic, Thu Apr 23 21:18:08 +0000 2020,-92.923809,44.90542, My email is just like Whack-a-mole 📩 https://t.co/IMyKwlgC3E ,,,,
domchurch1, Thu Apr 23 21:18:08 +0000 2020,-79.857363,36.090397, @PeakBrodie @ClampGodDre @MonstaTape Ummmmmmm ok if you say so I’m just saying history repeats it’s self so when do… https://t.co/oUySy5PHkC ,,,,
KissStephanie, Thu Apr 23 21:18:08 +0000 2020,-116.51729,33.82508, @HealThyself15 Liberals haven't crashed the economy. The Orange Douche is responsible for that. Liberals aren't res… https://t.co/UQEqXPuKzf ,,,,
CycleBabo, Thu Apr 23 21:18:08 +0000 2020,-97.343915,37.683897, @Rae_volution Great lookin!Happy trails. ,,,,
r_dallow2, Thu Apr 23 21:18:08 +0000 2020,-87.533406,33.196601, @tweetsbyleet That look in your eye or time by g jones, pretty much anything off ineffable truth ,,,
iliexnx, Thu Apr 23 21:18:08 +0000 2020,-118.156711,33.809172, i tried my hardest....but i am a timothee chalamet stan 🤡 ,,,,
ferbat_, Thu Apr 23 21:18:08 +0000 2020,-80.327999,26.02789, Toy claro que muchos quieren un vecino así en estos momentos 🤣 https://t.co/1hYVa7U6Ld ,,,,
will6foot5, Thu Apr 23 21:18:08 +0000 2020,-75.117998,40.004866, 🙏🏾 ,,,,
FanTastik_Ra, Thu Apr 23 21:18:08 +0000 2020,-95.446486,29.838495, I know I know I know ,,,,
austinnwashere, Thu Apr 23 21:18:08 +0000 2020,-82.479513,28.087675, One of his hottest looks. Don’t @ me ,,,,
booth_smoot, Thu Apr 23 21:18:08 +0000 2020,-85.768241,37.822244, I Hope!?!? ,,,,
Bby_Caittt, Thu Apr 23 21:18:08 +0000 2020,-86.541606,35.954332, I get to starve til next Wednesday 🙃🙃 ,,,,
clenseren1, Thu Apr 23 21:18:08 +0000 2020,-122.47907,37.616095, @tonyposnanski Peeled or unpeeled ,,,,
ConsumerSOS, Thu Apr 23 21:18:08 +0000 2020,-79.27257,43.629311, @cbctom Wow. ,,,,
RICKROXX83, Thu Apr 23 21:18:08 +0000 2020,-118.2445,34.0564, 🤣🤣 it really did scare me lmao like the hell is that big foot lol #tagnbagem  #codwarzone  #teamletsgetit… https://t.co/ymvC4uf6h4 ,,,,
artful_love, Thu Apr 23 21:18:09 +0000 2020,-111.547029,39.499762, @NatashaBertrand @dlippman @laraseligman Not surprising - trump keeps looking for a way he can blame his lethal dec… https://t.co/7z9I3KBHal ,,,,
SlickJizzle, Thu Apr 23 21:18:09 +0000 2020,-83.173867,32.678207, @HBCUfessions https://t.co/v9Sb1rIDS5 ,,,,
Ekykaleky, Thu Apr 23 21:18:09 +0000 2020,-77.604684,41.117936, @MichaelFairman @MauriceBenard @GeneralHospital @MaxGail @RebeccaLHerbst Love Rebecca and Sonny. Giver her a go with the Latin lover. ,,,,
jafelix562, Thu Apr 23 21:18:09 +0000 2020,-117.673254,33.987333, these facetasm 1s i juts bought &gt;&gt;🔥🥴 for the LOW too ,,,,
